Number of nodes is 4039
Number of edges is 88234
Node - 409 Centrality - 43.429766
Node - 410 Centrality - 13.698943
Node - 411 Centrality - 0.500000
Node - 412 Centrality - 7069.388341
Node - 413 Centrality - 15.242930
Node - 415 Centrality - 484.332399
Node - 416 Centrality - 637.446713
Node - 417 Centrality - 1278.520771
Node - 418 Centrality - 20.138777
Node - 419 Centrality - 6056.503323
Node - 421 Centrality - 183.249280
Node - 422 Centrality - 3143.265161
Node - 423 Centrality - 1811.543648
Node - 424 Centrality - 3.116231
Node - 425 Centrality - 22.353614
Node - 426 Centrality - 10.266762
Node - 429 Centrality - 1.026166
Node - 430 Centrality - 294.194000
Node - 431 Centrality - 1746.342043
Node - 432 Centrality - 921.394723
Node - 433 Centrality - 129.099609
Node - 434 Centrality - 880.527416
Node - 435 Centrality - 189.556692
Node - 436 Centrality - 2037.444037
Node - 437 Centrality - 11.166667
Node - 438 Centrality - 1058.121353
Node - 439 Centrality - 1227.411204
Node - 440 Centrality - 14.750320
Node - 442 Centrality - 4.591181
Node - 443 Centrality - 0.000000
Node - 444 Centrality - 440.114605
Node - 445 Centrality - 17.828797
Node - 446 Centrality - 40.692730
Node - 447 Centrality - 0.000000
Node - 448 Centrality - 0.000000
Node - 449 Centrality - 75.683422
Node - 450 Centrality - 13.378147
Node - 451 Centrality - 329.337326
Node - 452 Centrality - 910.851123
Node - 453 Centrality - 2.500000
Node - 454 Centrality - 0.000000
Node - 455 Centrality - 1203.731999
Node - 456 Centrality - 2609.417548
Node - 457 Centrality - 620.319924
Node - 458 Centrality - 38.025588
Node - 459 Centrality - 159.256045
Node - 460 Centrality - 5063.331865
Node - 461 Centrality - 1723.910085
Node - 462 Centrality - 41.239202
Node - 463 Centrality - 1388.221075
Node - 465 Centrality - 2725.163979
Node - 466 Centrality - 0.201923
Node - 467 Centrality - 0.000000
Node - 468 Centrality - 0.000000
Node - 469 Centrality - 573.432086
Node - 470 Centrality - 6.522823
Node - 471 Centrality - 368.484951
Node - 472 Centrality - 642.466926
Node - 473 Centrality - 425.069884
Node - 474 Centrality - 18.904492
Node - 477 Centrality - 5.125000
Node - 478 Centrality - 4.370413
Node - 479 Centrality - 420.817621
Node - 480 Centrality - 290.165727
Node - 481 Centrality - 87.568188
Node - 482 Centrality - 257.297329
Node - 485 Centrality - 0.000000
Node - 486 Centrality - 2.255084
Node - 487 Centrality - 46.208934
Node - 488 Centrality - 7.589736
Node - 489 Centrality - 27.263987
Node - 490 Centrality - 7.615788
Node - 491 Centrality - 1.175667
Node - 492 Centrality - 1987.021453
Node - 493 Centrality - 238.814039
Node - 494 Centrality - 46.956257
Node - 495 Centrality - 7.110353
Node - 496 Centrality - 330.194541
Node - 497 Centrality - 4607.139318
Node - 498 Centrality - 7.981283
Node - 499 Centrality - 0.000000
Node - 500 Centrality - 3338.678491
Node - 502 Centrality - 2.615058
Node - 503 Centrality - 1584.184086
Node - 504 Centrality - 1537.968882
Node - 505 Centrality - 0.715426
Node - 506 Centrality - 988.970248
Node - 507 Centrality - 1260.046497
Node - 508 Centrality - 508.169328
Node - 509 Centrality - 1.418806
Node - 510 Centrality - 513.648601
Node - 511 Centrality - 159.293236
Node - 512 Centrality - 286.463896
Node - 513 Centrality - 3927.258192
Node - 514 Centrality - 616.534697
Node - 515 Centrality - 1292.887386
Node - 516 Centrality - 612.370650
Node - 518 Centrality - 356.796732
Node - 519 Centrality - 15.510202
Node - 520 Centrality - 1604.160751
Node - 521 Centrality - 5.787157
Node - 522 Centrality - 2.113128
Node - 523 Centrality - 350.912524
Node - 524 Centrality - 1403.500255
Node - 525 Centrality - 3138.429413
Node - 527 Centrality - 653.620305
Node - 528 Centrality - 35.094876
Node - 529 Centrality - 1.907412
Node - 530 Centrality - 0.366667
Node - 531 Centrality - 1894.889787
Node - 532 Centrality - 12.166667
Node - 533 Centrality - 2.755029
Node - 534 Centrality - 183.066820
Node - 535 Centrality - 39.360485
Node - 536 Centrality - 5.461330
Node - 537 Centrality - 504.790611
Node - 539 Centrality - 78.672589
Node - 540 Centrality - 7.139915
Node - 541 Centrality - 114.688286
Node - 542 Centrality - 2295.232454
Node - 543 Centrality - 112.487303
Node - 544 Centrality - 766.744436
Node - 545 Centrality - 535.003887
Node - 546 Centrality - 767.670462
Node - 547 Centrality - 53.201986
Node - 548 Centrality - 47.377332
Node - 550 Centrality - 0.000000
Node - 551 Centrality - 3.409016
Node - 552 Centrality - 0.333333
Node - 553 Centrality - 5463.294114
Node - 554 Centrality - 610.184740
Node - 555 Centrality - 109.602601
Node - 556 Centrality - 728.537078
Node - 557 Centrality - 167.303391
Node - 558 Centrality - 238.225746
Node - 559 Centrality - 2362.132129
Node - 560 Centrality - 85.311589
Node - 561 Centrality - 2629.759301
Node - 562 Centrality - 0.409524
Node - 565 Centrality - 5.104120
Node - 567 Centrality - 784996.905594
Node - 568 Centrality - 8.791739
Node - 569 Centrality - 20.257508
Node - 570 Centrality - 289.733478
Node - 571 Centrality - 0.000000
Node - 572 Centrality - 0.000000
Node - 591 Centrality - 904.798843
Node - 656 Centrality - 0.000000
Node - 669 Centrality - 164.371502
Node - 604 Centrality - 1161.535129
Node - 645 Centrality - 1099.227713
Node - 646 Centrality - 333.916508
Node - 666 Centrality - 34.264684
Node - 683 Centrality - 862.435240
Node - 587 Centrality - 2.320863
Node - 590 Centrality - 2534.269258
Node - 614 Centrality - 81.982276
Node - 634 Centrality - 483.892678
Node - 680 Centrality - 81.389404
Node - 586 Centrality - 0.000000
Node - 610 Centrality - 16.926567
Node - 652 Centrality - 0.000000
Node - 673 Centrality - 0.000000
Node - 676 Centrality - 18.257062
Node - 620 Centrality - 76.419636
Node - 574 Centrality - 21.136371
Node - 630 Centrality - 445.361682
Node - 678 Centrality - 286.379437
Node - 593 Centrality - 1.805919
Node - 609 Centrality - 4727.881640
Node - 573 Centrality - 24.808810
Node - 575 Centrality - 0.663034
Node - 576 Centrality - 0.090909
Node - 577 Centrality - 0.609811
Node - 578 Centrality - 1.733875
Node - 579 Centrality - 101.124048
Node - 581 Centrality - 0.000000
Node - 582 Centrality - 0.246715
Node - 583 Centrality - 2.974460
Node - 584 Centrality - 91.504437
Node - 585 Centrality - 0.000000
Node - 588 Centrality - 2.720135
Node - 589 Centrality - 60.322679
Node - 592 Centrality - 101.592201
Node - 594 Centrality - 234766.313681
Node - 595 Centrality - 0.090909
Node - 597 Centrality - 15.638460
Node - 598 Centrality - 1.333428
Node - 599 Centrality - 1.704393
Node - 600 Centrality - 2.520455
Node - 602 Centrality - 0.000000
Node - 603 Centrality - 2.622905
Node - 605 Centrality - 3.053342
Node - 607 Centrality - 0.000000
Node - 608 Centrality - 0.000000
Node - 611 Centrality - 1.826098
Node - 612 Centrality - 3.705281
Node - 613 Centrality - 0.000000
Node - 615 Centrality - 2.792641
Node - 616 Centrality - 55.910543
Node - 617 Centrality - 37.380749
Node - 618 Centrality - 82.830304
Node - 619 Centrality - 23.429702
Node - 621 Centrality - 0.452381
Node - 622 Centrality - 5.537731
Node - 623 Centrality - 4.934145
Node - 624 Centrality - 0.000000
Node - 625 Centrality - 7.226048
Node - 626 Centrality - 3.624008
Node - 627 Centrality - 1.733875
Node - 628 Centrality - 0.273109
Node - 631 Centrality - 6.177217
Node - 632 Centrality - 1.597950
Node - 633 Centrality - 2.825796
Node - 635 Centrality - 26.604787
Node - 636 Centrality - 21.655460
Node - 638 Centrality - 0.000000
Node - 639 Centrality - 194.105186
Node - 640 Centrality - 1.277643
Node - 642 Centrality - 0.000000
Node - 643 Centrality - 2.520455
Node - 644 Centrality - 63.973701
Node - 647 Centrality - 9.587726
Node - 648 Centrality - 0.000000
Node - 650 Centrality - 1.642966
Node - 653 Centrality - 106.777389
Node - 654 Centrality - 98.593849
Node - 655 Centrality - 5.826478
Node - 657 Centrality - 3.699627
Node - 658 Centrality - 1.733875
Node - 659 Centrality - 1.733875
Node - 660 Centrality - 0.000000
Node - 661 Centrality - 2.520455
Node - 662 Centrality - 2.080437
Node - 663 Centrality - 16.937559
Node - 664 Centrality - 3.310540
Node - 665 Centrality - 0.848485
Node - 667 Centrality - 0.000000
Node - 668 Centrality - 0.000000
Node - 670 Centrality - 0.982710
Node - 671 Centrality - 1.855632
Node - 672 Centrality - 0.195513
Node - 674 Centrality - 0.000000
Node - 675 Centrality - 1.642966
Node - 677 Centrality - 64.524216
Node - 679 Centrality - 22.250461
Node - 681 Centrality - 2.338129
Node - 682 Centrality - 11.339471
Node - 684 Centrality - 5.306985
Node - 685 Centrality - 7.524660
Node - 1967 Centrality - 0.000000
Node - 3437 Centrality - 1924506.151571
Node - 3454 Centrality - 5642.160254
Node - 3487 Centrality - 2238.905516
Node - 3723 Centrality - 1443.131306
Node - 3861 Centrality - 7391.760137
Node - 3961 Centrality - 1041.981108
Node - 3980 Centrality - 202300.722619
Node - 3989 Centrality - 3981.666667
Node - 4011 Centrality - 0.166667
Node - 4031 Centrality - 13938.700000
Node - 686 Centrality - 242254.366252
Node - 687 Centrality - 30.385326
Node - 688 Centrality - 112.007966
Node - 689 Centrality - 0.676190
Node - 690 Centrality - 0.387566
Node - 691 Centrality - 2.361111
Node - 692 Centrality - 0.000000
Node - 693 Centrality - 2.812395
Node - 694 Centrality - 120.400208
Node - 695 Centrality - 48.082521
Node - 696 Centrality - 17.311177
Node - 697 Centrality - 16012.833517
Node - 698 Centrality - 940024.246482
Node - 699 Centrality - 0.000000
Node - 700 Centrality - 0.466917
Node - 701 Centrality - 9.980857
Node - 702 Centrality - 0.712302
Node - 703 Centrality - 18582.723844
Node - 704 Centrality - 0.934524
Node - 705 Centrality - 287.183952
Node - 706 Centrality - 0.358834
Node - 707 Centrality - 4.336905
Node - 708 Centrality - 4981.711499
Node - 709 Centrality - 4.029755
Node - 710 Centrality - 1.485747
Node - 711 Centrality - 5.932071
Node - 712 Centrality - 10.573016
Node - 713 Centrality - 40868.728210
Node - 714 Centrality - 8.401984
Node - 715 Centrality - 0.213585
Node - 716 Centrality - 5.281685
Node - 717 Centrality - 0.000000
Node - 718 Centrality - 30.996788
Node - 719 Centrality - 26758.945766
Node - 720 Centrality - 19.131809
Node - 721 Centrality - 0.526923
Node - 722 Centrality - 4.972806
Node - 723 Centrality - 1.698493
Node - 724 Centrality - 96.530394
Node - 725 Centrality - 0.428571
Node - 726 Centrality - 26.650562
Node - 727 Centrality - 26.706046
Node - 728 Centrality - 69.282728
Node - 729 Centrality - 147.170182
Node - 730 Centrality - 4.903178
Node - 731 Centrality - 5.403049
Node - 732 Centrality - 8.985317
Node - 733 Centrality - 3.659524
Node - 734 Centrality - 30.333011
Node - 735 Centrality - 0.155556
Node - 736 Centrality - 16.370238
Node - 737 Centrality - 4.466250
Node - 738 Centrality - 15.523319
Node - 739 Centrality - 43.989922
Node - 740 Centrality - 4.202717
Node - 741 Centrality - 8.255498
Node - 742 Centrality - 10.654762
Node - 743 Centrality - 0.000000
Node - 744 Centrality - 0.000000
Node - 745 Centrality - 29636.039932
Node - 746 Centrality - 2.610714
Node - 747 Centrality - 22128.420909
Node - 748 Centrality - 11.600616
Node - 749 Centrality - 0.000000
Node - 750 Centrality - 0.000000
Node - 751 Centrality - 1.252751
Node - 752 Centrality - 20.488794
Node - 753 Centrality - 56.169771
Node - 754 Centrality - 20.377085
Node - 755 Centrality - 10.336621
Node - 756 Centrality - 1.368452
Node - 757 Centrality - 1.500000
Node - 758 Centrality - 8.372469
Node - 759 Centrality - 3.309294
Node - 760 Centrality - 10.226587
Node - 761 Centrality - 0.636180
Node - 762 Centrality - 1.290079
Node - 763 Centrality - 12.240962
Node - 764 Centrality - 19.181413
Node - 765 Centrality - 4.786717
Node - 766 Centrality - 33.924299
Node - 767 Centrality - 2.109524
Node - 768 Centrality - 16.905159
Node - 769 Centrality - 806.044609
Node - 770 Centrality - 58.064944
Node - 771 Centrality - 20.758333
Node - 772 Centrality - 3849.144261
Node - 773 Centrality - 31.108954
Node - 774 Centrality - 8048.281067
Node - 775 Centrality - 0.000000
Node - 776 Centrality - 262.168437
Node - 777 Centrality - 12.662320
Node - 778 Centrality - 4.921880
Node - 779 Centrality - 5.758091
Node - 780 Centrality - 26.001302
Node - 781 Centrality - 109.997525
Node - 782 Centrality - 29.796548
Node - 783 Centrality - 5.598226
Node - 784 Centrality - 62.670966
Node - 785 Centrality - 0.000000
Node - 786 Centrality - 3.445238
Node - 787 Centrality - 25.813370
Node - 788 Centrality - 0.533333
Node - 789 Centrality - 8.972619
Node - 790 Centrality - 0.333333
Node - 791 Centrality - 0.561111
Node - 792 Centrality - 15.154709
Node - 793 Centrality - 13.357107
Node - 794 Centrality - 2.598837
Node - 795 Centrality - 16.588151
Node - 796 Centrality - 1.933333
Node - 797 Centrality - 24.351475
Node - 798 Centrality - 6048.827446
Node - 799 Centrality - 9.685390
Node - 800 Centrality - 8705.032374
Node - 801 Centrality - 0.000000
Node - 802 Centrality - 0.000000
Node - 803 Centrality - 10326.631046
Node - 804 Centrality - 2951.447619
Node - 805 Centrality - 24879.308035
Node - 806 Centrality - 14.640079
Node - 807 Centrality - 8.425190
Node - 808 Centrality - 0.372707
Node - 809 Centrality - 3.957917
Node - 810 Centrality - 8863.729536
Node - 811 Centrality - 20.934394
Node - 812 Centrality - 0.809163
Node - 813 Centrality - 5.994780
Node - 814 Centrality - 15.362118
Node - 815 Centrality - 57.066939
Node - 816 Centrality - 2.576190
Node - 817 Centrality - 20.025594
Node - 818 Centrality - 25.922180
Node - 819 Centrality - 8234.372667
Node - 820 Centrality - 64.726825
Node - 821 Centrality - 1.608824
Node - 822 Centrality - 18.338095
Node - 823 Centrality - 15364.606807
Node - 824 Centrality - 126.474213
Node - 825 Centrality - 75.622352
Node - 826 Centrality - 2.369634
Node - 827 Centrality - 72.846120
Node - 828 Centrality - 32302.545134
Node - 829 Centrality - 70.921436
Node - 830 Centrality - 19329.141750
Node - 831 Centrality - 7.449521
Node - 832 Centrality - 0.400000
Node - 833 Centrality - 23.459524
Node - 834 Centrality - 31.631873
Node - 835 Centrality - 11.146315
Node - 836 Centrality - 6.785913
Node - 837 Centrality - 4.763805
Node - 838 Centrality - 7.898245
Node - 839 Centrality - 12.178175
Node - 840 Centrality - 5168.734536
Node - 841 Centrality - 0.000000
Node - 842 Centrality - 36.459283
Node - 843 Centrality - 2.546628
Node - 844 Centrality - 1.236928
Node - 845 Centrality - 12.745370
Node - 846 Centrality - 1.781636
Node - 847 Centrality - 10.617231
Node - 848 Centrality - 28.396860
Node - 849 Centrality - 56.413474
Node - 850 Centrality - 10.228968
Node - 851 Centrality - 0.000000
Node - 852 Centrality - 0.000000
Node - 853 Centrality - 49.635994
Node - 854 Centrality - 0.000000
Node - 855 Centrality - 0.000000
Node - 856 Centrality - 4076.931210
Node - 890 Centrality - 1.239954
Node - 857 Centrality - 3005.961468
Node - 858 Centrality - 0.000000
Node - 859 Centrality - 0.000000
Node - 860 Centrality - 471321.792610
Node - 861 Centrality - 0.942857
Node - 862 Centrality - 95752.647473
Node - 863 Centrality - 1.233355
Node - 864 Centrality - 1.100983
Node - 865 Centrality - 0.000000
Node - 866 Centrality - 0.783333
Node - 867 Centrality - 1.166667
Node - 868 Centrality - 0.000000
Node - 869 Centrality - 0.667094
Node - 870 Centrality - 1.866667
Node - 871 Centrality - 10.866667
Node - 872 Centrality - 0.166667
Node - 873 Centrality - 0.000000
Node - 874 Centrality - 0.166667
Node - 875 Centrality - 0.000000
Node - 876 Centrality - 1.233355
Node - 877 Centrality - 0.000000
Node - 878 Centrality - 0.822641
Node - 879 Centrality - 1.033333
Node - 880 Centrality - 0.439200
Node - 881 Centrality - 1.233333
Node - 882 Centrality - 0.536926
Node - 883 Centrality - 0.000000
Node - 884 Centrality - 0.250000
Node - 885 Centrality - 4.666667
Node - 886 Centrality - 0.125000
Node - 887 Centrality - 0.000000
Node - 888 Centrality - 0.000000
Node - 889 Centrality - 6.009545
Node - 891 Centrality - 0.000000
Node - 892 Centrality - 0.000000
Node - 893 Centrality - 0.850983
Node - 894 Centrality - 0.200000
Node - 895 Centrality - 0.783333
Node - 3456 Centrality - 9482.433467
Node - 3495 Centrality - 11034.898797
Node - 3586 Centrality - 106.849968
Node - 3621 Centrality - 14.111544
Node - 3626 Centrality - 9.688095
Node - 3797 Centrality - 3975.884618
Node - 3501 Centrality - 4971.022628
Node - 3517 Centrality - 5.837828
Node - 3550 Centrality - 3576.101664
Node - 3577 Centrality - 6200.678034
Node - 3592 Centrality - 6083.891741
Node - 3609 Centrality - 1034.623889
Node - 3633 Centrality - 10645.686598
Node - 3677 Centrality - 9300.102104
Node - 3684 Centrality - 12919.945465
Node - 3721 Centrality - 3622.339876
Node - 3779 Centrality - 42.035440
Node - 3872 Centrality - 3541.056542
Node - 3948 Centrality - 9393.442242
Node - 2678 Centrality - 3.701393
Node - 2760 Centrality - 21.499440
Node - 2822 Centrality - 65.610164
Node - 2883 Centrality - 246.058945
Node - 2941 Centrality - 14.680629
Node - 2968 Centrality - 161.123028
Node - 3005 Centrality - 327.790656
Node - 3057 Centrality - 56.638473
Node - 3136 Centrality - 363.728783
Node - 3164 Centrality - 21.267585
Node - 3222 Centrality - 112.115441
Node - 3245 Centrality - 158.841334
Node - 3248 Centrality - 792.427006
Node - 3263 Centrality - 2412.163170
Node - 3278 Centrality - 157.932258
Node - 3328 Centrality - 47.566031
Node - 3361 Centrality - 107.926288
Node - 3440 Centrality - 4795.542069
Node - 3525 Centrality - 5982.217516
Node - 3540 Centrality - 3973.195650
Node - 3556 Centrality - 3012.846239
Node - 3561 Centrality - 10804.944117
Node - 3651 Centrality - 3538.102355
Node - 3674 Centrality - 6473.833350
Node - 3692 Centrality - 2916.215780
Node - 3741 Centrality - 1323.615916
Node - 3750 Centrality - 3781.171101
Node - 3756 Centrality - 15131.988801
Node - 3830 Centrality - 52465.597580
Node - 3851 Centrality - 9665.970154
Node - 3877 Centrality - 13424.342804
Node - 3886 Centrality - 3423.843066
Node - 3943 Centrality - 2376.515280
Node - 3962 Centrality - 4380.101761
Node - 2677 Centrality - 183.103550
Node - 2826 Centrality - 81.508240
Node - 2724 Centrality - 657.437379
Node - 2752 Centrality - 29.543687
Node - 2775 Centrality - 76.249520
Node - 2869 Centrality - 2102.105093
Node - 2892 Centrality - 127.775973
Node - 2962 Centrality - 109.760076
Node - 3001 Centrality - 183.149177
Node - 3019 Centrality - 878.824145
Node - 3100 Centrality - 760.317607
Node - 3162 Centrality - 376.516321
Node - 3168 Centrality - 416.807942
Node - 3233 Centrality - 470.136261
Node - 3295 Centrality - 225.267810
Node - 3304 Centrality - 367.230780
Node - 3331 Centrality - 337.839842
Node - 3366 Centrality - 440.126885
Node - 3404 Centrality - 142.430883
Node - 3406 Centrality - 753.108360
Node - 3412 Centrality - 217.084521
Node - 2813 Centrality - 211.343435
Node - 2971 Centrality - 1.292893
Node - 3034 Centrality - 279.690963
Node - 3178 Centrality - 141.082440
Node - 3410 Centrality - 41.708261
Node - 3420 Centrality - 78.185731
Node - 2976 Centrality - 266.034534
Node - 3011 Centrality - 325.986477
Node - 3179 Centrality - 371.256123
Node - 3289 Centrality - 317.695802
Node - 1920 Centrality - 329.552771
Node - 1941 Centrality - 14077.045480
Node - 1948 Centrality - 493.273794
Node - 1959 Centrality - 866.517433
Node - 2028 Centrality - 109.131981
Node - 2047 Centrality - 12031.531901
Node - 2053 Centrality - 435.563430
Node - 2065 Centrality - 322.075183
Node - 2087 Centrality - 1307.394593
Node - 2125 Centrality - 401.181701
Node - 2132 Centrality - 1748.369482
Node - 2134 Centrality - 235.804671
Node - 2148 Centrality - 311.297617
Node - 2149 Centrality - 523.559649
Node - 2169 Centrality - 247.306467
Node - 2191 Centrality - 148.061226
Node - 2194 Centrality - 350.557223
Node - 2196 Centrality - 95.328586
Node - 2198 Centrality - 87.507714
Node - 2239 Centrality - 264.519883
Node - 2266 Centrality - 13919.935143
Node - 2282 Centrality - 1680.014778
Node - 2285 Centrality - 102.097183
Node - 2293 Centrality - 100.131925
Node - 2315 Centrality - 50.481170
Node - 2328 Centrality - 2804.104533
Node - 2332 Centrality - 267.794467
Node - 2333 Centrality - 2533.452474
Node - 2338 Centrality - 69.399873
Node - 2347 Centrality - 26081.228645
Node - 2351 Centrality - 204.143537
Node - 2368 Centrality - 1253.195134
Node - 2372 Centrality - 276.121778
Node - 2385 Centrality - 552.472941
Node - 2399 Centrality - 1222.474805
Node - 2420 Centrality - 63.598423
Node - 2496 Centrality - 0.345724
Node - 2501 Centrality - 1148.538487
Node - 2509 Centrality - 1637.493756
Node - 2512 Centrality - 3591.444127
Node - 2516 Centrality - 145.490145
Node - 2530 Centrality - 172.791264
Node - 2542 Centrality - 11060.697287
Node - 2555 Centrality - 492.344215
Node - 2567 Centrality - 466.896792
Node - 2592 Centrality - 584.998383
Node - 2597 Centrality - 545.814556
Node - 2608 Centrality - 623.297733
Node - 2642 Centrality - 4464.297078
Node - 2725 Centrality - 30.106144
Node - 2734 Centrality - 190.522038
Node - 2764 Centrality - 307.314010
Node - 2964 Centrality - 135.855479
Node - 3020 Centrality - 966.136905
Node - 3062 Centrality - 178.967767
Node - 3079 Centrality - 170.547201
Node - 3165 Centrality - 11.483922
Node - 3205 Centrality - 97.710345
Node - 3258 Centrality - 1123.882628
Node - 3386 Centrality - 299.334858
Node - 3409 Centrality - 77.595287
Node - 2693 Centrality - 268.720071
Node - 2979 Centrality - 279.881582
Node - 3101 Centrality - 2912.723903
Node - 3265 Centrality - 931.878594
Node - 3385 Centrality - 1351.078579
Node - 1913 Centrality - 115.466093
Node - 1916 Centrality - 426.551930
Node - 1940 Centrality - 125.672102
Node - 1947 Centrality - 993.674132
Node - 1954 Centrality - 5551.677083
Node - 1994 Centrality - 42.820419
Node - 2002 Centrality - 191.850958
Node - 2010 Centrality - 24.147299
Node - 2026 Centrality - 1225.504674
Node - 2052 Centrality - 216.671443
Node - 2062 Centrality - 771.002834
Node - 2101 Centrality - 448.841947
Node - 2137 Centrality - 271.489806
Node - 2144 Centrality - 352.624151
Node - 2151 Centrality - 139.033504
Node - 2163 Centrality - 208.328863
Node - 2176 Centrality - 2918.026272
Node - 2215 Centrality - 171.944937
Node - 2241 Centrality - 270.700956
Node - 2246 Centrality - 335.461344
Node - 2273 Centrality - 81.460641
Node - 2294 Centrality - 857.303737
Node - 2295 Centrality - 35.140256
Node - 2298 Centrality - 167.883929
Node - 2343 Centrality - 311.518911
Node - 2344 Centrality - 1114.403550
Node - 2355 Centrality - 239.236006
Node - 2377 Centrality - 262.010364
Node - 2389 Centrality - 788.887963
Node - 2394 Centrality - 872.523915
Node - 2413 Centrality - 154.380003
Node - 2419 Centrality - 1810.808856
Node - 2465 Centrality - 40.884313
Node - 2468 Centrality - 9885.821104
Node - 2519 Centrality - 16.083291
Node - 2544 Centrality - 126.963828
Node - 2582 Centrality - 112.786113
Node - 2588 Centrality - 493.006398
Node - 2594 Centrality - 779.721874
Node - 2605 Centrality - 104.012593
Node - 2609 Centrality - 1.522237
Node - 2616 Centrality - 788.890655
Node - 2903 Centrality - 5.939719
Node - 2938 Centrality - 73.773754
Node - 2999 Centrality - 160.587817
Node - 3201 Centrality - 416.107204
Node - 3319 Centrality - 96.871244
Node - 3355 Centrality - 154.915243
Node - 3097 Centrality - 295.441384
Node - 2707 Centrality - 222.798073
Node - 3111 Centrality - 1199.200026
Node - 3186 Centrality - 451.592569
Node - 2661 Centrality - 229.422434
Node - 2662 Centrality - 77.965243
Node - 2663 Centrality - 29.271356
Node - 2664 Centrality - 76.350486
Node - 2665 Centrality - 170.549143
Node - 2666 Centrality - 41.952012
Node - 2667 Centrality - 35.140589
Node - 2668 Centrality - 122.286505
Node - 2669 Centrality - 142.690770
Node - 2670 Centrality - 4.925408
Node - 2671 Centrality - 0.000000
Node - 2672 Centrality - 30.992530
Node - 2673 Centrality - 15.166432
Node - 2674 Centrality - 70.797702
Node - 2675 Centrality - 63.493320
Node - 2676 Centrality - 96.578575
Node - 2679 Centrality - 158.136876
Node - 2680 Centrality - 31.509606
Node - 2681 Centrality - 21.184662
Node - 2682 Centrality - 7.550532
Node - 2683 Centrality - 178.422555
Node - 2684 Centrality - 15.084104
Node - 2685 Centrality - 7.475959
Node - 2686 Centrality - 27.657417
Node - 2687 Centrality - 3.010714
Node - 2688 Centrality - 12.228571
Node - 2689 Centrality - 49.319954
Node - 2690 Centrality - 104.364943
Node - 2691 Centrality - 0.000000
Node - 2692 Centrality - 0.150000
Node - 2694 Centrality - 199.295855
Node - 2695 Centrality - 0.622304
Node - 2696 Centrality - 30.483697
Node - 2697 Centrality - 15.625433
Node - 2698 Centrality - 41.686501
Node - 2699 Centrality - 0.448485
Node - 2700 Centrality - 32.501190
Node - 2701 Centrality - 3.135573
Node - 2702 Centrality - 41.860585
Node - 2703 Centrality - 2.392075
Node - 2705 Centrality - 6.687093
Node - 2706 Centrality - 89.847410
Node - 2708 Centrality - 15.459700
Node - 2709 Centrality - 13.192857
Node - 2710 Centrality - 7.918031
Node - 2711 Centrality - 86.653534
Node - 2712 Centrality - 39.111984
Node - 2713 Centrality - 56.729185
Node - 2714 Centrality - 0.500000
Node - 2715 Centrality - 83.809419
Node - 2716 Centrality - 510.483706
Node - 2717 Centrality - 9.306181
Node - 2718 Centrality - 102.350205
Node - 2719 Centrality - 264.792498
Node - 2720 Centrality - 75.192184
Node - 2721 Centrality - 0.000000
Node - 2722 Centrality - 0.000000
Node - 2723 Centrality - 8.173846
Node - 2726 Centrality - 11.651064
Node - 2727 Centrality - 15.074145
Node - 2728 Centrality - 64.785444
Node - 2729 Centrality - 159.682950
Node - 2730 Centrality - 807.484741
Node - 2731 Centrality - 12.252640
Node - 2732 Centrality - 0.142857
Node - 2733 Centrality - 10.639980
Node - 2735 Centrality - 38.255240
Node - 2736 Centrality - 0.000000
Node - 2737 Centrality - 23.630846
Node - 2738 Centrality - 286.262511
Node - 2739 Centrality - 74.654361
Node - 2741 Centrality - 72.847415
Node - 2742 Centrality - 381.903871
Node - 2743 Centrality - 42.976879
Node - 2744 Centrality - 20.707669
Node - 2745 Centrality - 56.550807
Node - 2746 Centrality - 0.803838
Node - 2747 Centrality - 5.988752
Node - 2748 Centrality - 284.859873
Node - 2749 Centrality - 38.473308
Node - 2750 Centrality - 69.563083
Node - 2751 Centrality - 82.828746
Node - 2753 Centrality - 48.007439
Node - 2754 Centrality - 468.806270
Node - 2755 Centrality - 81.773933
Node - 2756 Centrality - 23.938964
Node - 2757 Centrality - 89.339062
Node - 2758 Centrality - 152.372557
Node - 2759 Centrality - 56.456737
Node - 2761 Centrality - 13.154304
Node - 2762 Centrality - 30.864256
Node - 2763 Centrality - 88.908947
Node - 2765 Centrality - 17.466349
Node - 2766 Centrality - 7.106682
Node - 2767 Centrality - 0.000000
Node - 2768 Centrality - 54.588779
Node - 2769 Centrality - 5.819466
Node - 2770 Centrality - 4.505397
Node - 2771 Centrality - 6.034560
Node - 2772 Centrality - 128.320873
Node - 2773 Centrality - 37.557220
Node - 2774 Centrality - 0.200000
Node - 2776 Centrality - 0.894444
Node - 2777 Centrality - 92.452173
Node - 2778 Centrality - 299.692161
Node - 2779 Centrality - 3.757082
Node - 2780 Centrality - 305.297594
Node - 2781 Centrality - 231.968607
Node - 2782 Centrality - 149.600897
Node - 2783 Centrality - 69.426560
Node - 2784 Centrality - 74.417587
Node - 2785 Centrality - 126.673039
Node - 2786 Centrality - 190.249553
Node - 2787 Centrality - 167.273763
Node - 2788 Centrality - 0.000000
Node - 2789 Centrality - 19.753420
Node - 2790 Centrality - 5.308766
Node - 2791 Centrality - 15.525534
Node - 2792 Centrality - 0.000000
Node - 2793 Centrality - 255.110346
Node - 2794 Centrality - 3.388202
